PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
1994_RHODE_ISLAND,RHODE_ISLAND,1994,144918,1012987,48443,385626,578918,994885,642068,300816,14152,14866,469,10701,11549,10747,8440,93820,39416,133705,,,,
1994_SOUTH_CAROLINA,SOUTH_CAROLINA,1994,634415,3179542,285908,1470131,1423503,3156251,1646310,961618,211713,251078,7972,46859,51268,50799,35376,414019,179875,601866,,,,
1994_SOUTH_DAKOTA,SOUTH_DAKOTA,1994,108439,507927,51846,126591,329490,525289,284638,148152,23351,52745,1244,10618,11116,11604,8925,89065,41356,131665,,,,
1994_TENNESSEE,TENNESSEE,1994,857014,3535898,341912,1694595,1499391,3661470,2101003,996094,225590,270608,10831,71413,67339,65598,49401,540994,240821,792646,,,,
1994_TEXAS,TEXAS,1994,3601627,19713604,1456330,8569649,9687625,19224149,9814470,6093204,936331,1717181,128736,272065,291604,281109,183737,2319822,956548,3405106,,,,
1994_UTAH,UTAH,1994,469811,1792011,125520,982848,683643,1846448,997141,413388,137271,256177,3273,33750,34837,37519,33337,285725,141989,430987,,,,
1994_VERMONT,VERMONT,1994,98377,892124,34989,219927,637208,869710,419793,203059,25011,38902,1903,8040,8396,7826,6458,65647,28431,95981,,,,
1994_VIRGINIA,VIRGINIA,1994,1044721,6125739,372866,2399644,3353229,6276362,3271356,1883438,314439,587495,3115,85160,84103,79929,62899,658683,286381,948179,,,,
1994_WASHINGTON,WASHINGTON,1994,915952,5739012,327784,3978265,1432963,5968590,2918426,1741684,252127,840257,6155,71637,75299,72982,58150,595315,265207,866677,,,,
1994_WEST_VIRGINIA,WEST_VIRGINIA,1994,313750,1854403,147289,1185501,521613,1843973,1051169,507996,116579,151404,2754,22377,22236,25200,22058,186027,96270,285051,,,,
1994_WISCONSIN,WISCONSIN,1994,843747,5682439,238786,2363863,3079790,5860230,3257526,1689034,193556,504767,18531,61898,65996,65790,57407,520786,259366,798683,,,,
1994_WYOMING,WYOMING,1994,100899,674921,38849,351472,284600,623146,344562,192234,21161,48647,,6929,7982,8203,6642,63201,30184,,,,,
1995_ALABAMA,ALABAMA,1995,727480,3367437,328957,2161366,877114,3353363,1851700,888983,326956,243365,9324,59739,56486,59914,40981,470246,206840,686410,,,,
1995_ALASKA,ALASKA,1995,125421,1117068,123037,710028,284003,1203817,515914,469085,37579,159146,2419,10567,10222,9573,7111,80448,34184,117051,,,,
1995_ARIZONA,ARIZONA,1995,735018,3815218,376437,1669173,1769608,4056279,1772388,1131046,226507,710135,4027,61420,60202,56407,39197,479074,194744,677845,,,,
1995_ARKANSAS,ARKANSAS,1995,447757,2057550,197556,1244457,615537,2155067,1211057,598109,119934,160693,1525,36731,33955,36696,27083,281900,129863,413288,,,,
1995_CALIFORNIA,CALIFORNIA,1995,5299405,29512214,2612241,15541486,11358487,30097549,16146416,8603751,2181053,2669270,69182,472334,428553,399039,287428,3430751,1464841,4964774,,,,
1995_COLORADO,COLORADO,1995,639805,3709875,201341,1577988,1930546,3766191,1896225,1174299,115636,449501,10472,50316,52783,51180,35480,417330,176831,604633,,,,
1995_CONNECTICUT,CONNECTICUT,1995,489513,4420632,147466,1622686,2650480,4252186,2596475,1245242,137005,91833,8093,44148,41365,37320,28282,328065,133657,469815,,,,
1995_DELAWARE,DELAWARE,1995,106813,802018,51682,510473,239863,772669,431433,236288,35495,50074,670,7775,8527,8566,6211,68583,31433,100686,,,,
1995_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1995,80450,700111,65527,0,634584,708224,336543,301371,38207,32103,5387,7736,5852,4749,2972,46492,16727,68606,,,,
1995_FLORIDA,FLORIDA,1995,2107514,13242710,938814,6519109,5784787,13473977,6113051,4077880,951023,2070572,51123,176767,173169,163521,99519,1385620,562712,1999455,,,,
1995_GEORGIA,GEORGIA,1995,1270948,7052825,458452,3652134,2942239,7292267,3813194,2009750,442434,898969,22621,111462,103072,100091,63736,831624,345419,1199664,,,,
1995_HAWAII,HAWAII,1995,183869,1173579,82547,1062296,28736,1157159,636952,328579,96922,94706,609,16562,14867,13793,10478,118453,51471,170533,,,,
1995_IDAHO,IDAHO,1995,240448,1083215,80861,665768,336586,1108075,602038,301143,46107,134550,1665,17750,17640,20129,16093,150141,73541,225347,,,,
1995_ILLINOIS,ILLINOIS,1995,1897161,12236673,686758,4100518,7449397,11821661,6031588,3778799,457236,1023865,45947,151485,142660,132678,107244,1136499,518032,1700478,,,,
1995_INDIANA,INDIANA,1995,966622,6514934,292362,3335998,2886574,6377558,3145120,1760003,290661,643725,4901,73833,72356,78278,62659,602576,290229,897706,,,,
1995_IOWA,IOWA,1995,498837,3076971,141050,1381253,1554668,3100772,1614502,872640,127943,209808,5957,37629,36431,38715,34565,294320,152491,452768,,,,
1995_KANSAS,KANSAS,1995,460905,2826943,137424,1613143,1076376,2756682,1407359,881083,162631,177250,3209,33925,36004,36782,28491,288908,133329,425446,,,,
1995_KENTUCKY,KENTUCKY,1995,639992,3508673,312742,2218928,977003,3415870,1890546,1112902,211275,143259,20290,45038,46834,50091,38797,395336,188412,604038,,,,
1995_LOUISIANA,LOUISIANA,1995,797061,3791795,449360,1999375,1343060,3735603,2050103,1081590,289366,219314,19440,61323,61315,57918,40663,486670,211965,718075,,,,
1995_MAINE,MAINE,1995,212154,1446745,78233,652626,715886,1438795,833366,391838,63055,70968,821,16826,17419,16771,12670,136894,57086,194801,,,,
1995_MARYLAND,MARYLAND,1995,790938,5580123,270249,2059219,3250655,5610071,3064702,1768323,253194,458731,19092,63232,62207,58835,42974,501045,209073,729210,,,,
1995_MASSACHUSETTS,MASSACHUSETTS,1995,893727,7326904,265878,2095327,4965699,6706082,3681274,1840847,217956,259982,14792,79163,71800,65724,51911,574020,240419,829231,,,,
1995_MICHIGAN,MICHIGAN,1995,1604527,12500208,692600,8053624,3753984,12477806,6162390,3915929,947067,753611,8870,141238,122266,118996,87840,990143,429799,1428812,,,,
1995_MINNESOTA,MINNESOTA,1995,816695,5744447,235069,2919940,2589438,6155324,3109813,1526879,523268,662497,8340,63896,64545,65649,57793,513844,249086,771270,,,,
1995_MISSISSIPPI,MISSISSIPPI,1995,503301,2118973,310290,1185162,623521,2160068,1189394,569686,164815,204426,1083,39632,38004,39809,25741,314934,133121,449138,,,,
1995_MISSOURI,MISSOURI,1995,862505,4852467,313295,2276277,2262895,4957215,2573557,1449433,262319,526263,16225,68513,68159,66493,52939,544423,251696,812344,,,,
1995_MONTANA,MONTANA,1995,164109,911284,89446,449477,372361,899635,523380,281496,36492,46881,519,12214,12899,13342,10897,103334,49022,152875,,,,
1995_NEBRASKA,NEBRASKA,1995,285836,1832463,102783,560994,1168686,1874253,1041372,470308,66223,242244,3853,22282,21886,23016,19275,176887,86722,267462,,,,
1995_NEVADA,NEVADA,1995,250749,1367710,65007,860823,441880,1381200,705709,438671,48399,126131,1631,22074,21784,19970,14143,171493,69130,242254,,,,
1995_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1995,186239,1197945,35162,83613,1079170,1232465,676601,347776,40081,80404,1357,8859,16275,15487,10996,130985,52400,184742,,,,
1995_NEW_JERSEY,NEW_JERSEY,1995,1171658,11870183,397612,4369467,7103104,11961696,6065026,4166818,491691,719638,9301,93978,88686,81997,65647,715896,296831,1022028,,,,
1995_NEW_MEXICO,NEW_MEXICO,1995,327253,1646265,205847,1215392,225026,1540683,774207,494348,79707,171166,3426,24329,24200,25893,17078,201484,91418,296328,,,,
1995_NEW_YORK,NEW_YORK,1995,2738361,25063999,1368074,9932669,13763256,26540967,15693535,6970608,945437,1811288,32087,216112,203089,194347,142841,1653846,761509,2447442,,,,
1995_NORTH_CAROLINA,NORTH_CAROLINA,1995,1155248,6076939,443689,3867404,1765846,6217951,3417870,1737660,387340,564673,9013,100525,90795,88056,59653,738694,311770,1059477,,,,
1995_NORTH_DAKOTA,NORTH_DAKOTA,1995,119288,642234,72116,256507,313611,621904,327382,159739,50761,39515,551,8573,9017,9859,8513,73209,36767,110527,,,,
1995_OHIO,OHIO,1995,1829761,11368650,675770,4385097,6307783,11330046,6041768,3905229,510503,678965,18997,141589,138942,142469,114879,1128171,538702,1685870,,,,
1995_OKLAHOMA,OKLAHOMA,1995,609743,3156526,274027,1804537,1077962,3180275,1623941,921572,291242,295180,5470,48635,47407,49012,35733,390160,170011,565641,,,,
1995_OREGON,OREGON,1995,519284,3302062,224156,1521849,1556057,3255984,1789292,1060444,112701,213860,855,39875,41721,42141,33202,333673,151386,485914,,,,
1995_PENNSYLVANIA,PENNSYLVANIA,1995,1741698,13957035,714271,5401558,7841206,14135826,7562476,3908949,550426,963078,3502,134584,137850,136069,111050,1103156,518048,1624706,,,,
1995_RHODE_ISLAND,RHODE_ISLAND,1995,146609,1089859,55060,434056,600743,1056716,677240,308559,27613,18871,531,10947,11596,11032,8263,95432,39828,135791,,,,
1995_SOUTH_CAROLINA,SOUTH_CAROLINA,1995,638880,3389646,288860,1550416,1550370,3286673,1707358,998972,232372,262152,8067,39964,50860,51308,34800,415274,182281,605622,,,,
1995_SOUTH_DAKOTA,SOUTH_DAKOTA,1995,135494,684882,65762,179725,439395,693964,380309,199942,30140,68754,1475,10609,10937,11654,9116,88291,42770,132536,,,,
1995_TENNESSEE,TENNESSEE,1995,870594,3870164,332765,1855788,1681611,3958973,2245634,1020793,221723,394695,11168,73962,67705,66513,49319,549220,243169,803557,,,,
1995_TEXAS,TEXAS,1995,3670007,20483376,1496378,8718907,10268091,20198924,10652067,5778548,1087321,2104954,133754,281708,292191,284875,186229,2341811,990894,3466459,,,,
1995_UTAH,UTAH,1995,472589,1953833,134118,1055987,763728,2045331,1069735,435270,143824,348647,3455,34645,34598,38090,32006,283810,144919,432184,,,,
1995_VERMONT,VERMONT,1995,100317,934916,33672,224946,676298,891398,415719,208906,24883,36040,1111,7953,8287,8006,6507,66163,29006,96280,,,,
1995_VIRGINIA,VIRGINIA,1995,1060809,6354418,368088,2522258,3464072,6590998,3452911,1959389,337469,602745,3111,87618,82797,81254,62204,667931,291792,962834,,,,
1995_WASHINGTON,WASHINGTON,1995,938314,5985425,345792,4091373,1548260,6200754,3078586,1833862,265076,785601,5984,73581,75186,75052,59612,600444,276563,882991,,,,
1995_WEST_VIRGINIA,WEST_VIRGINIA,1995,310231,1916605,155738,1210730,550137,1925100,1104307,540560,128462,134365,3499,22577,22178,25089,21844,183567,94926,281992,,,,
1995_WISCONSIN,WISCONSIN,1995,865374,6006745,248319,2621263,3137163,6056854,3425341,1767790,204052,426714,18045,62859,65427,65788,57791,522060,267211,807316,,,,
1995_WYOMING,WYOMING,1995,100314,634237,42456,303913,287868,642935,357039,198669,21975,48915,,7135,7577,8302,6679,61796,30928,,,,,
1996_ALABAMA,ALABAMA,1996,735912,3365113,334858,2138717,891538,3572283,1987018,935115,322883,286699,9633,60949,57098,58305,42510,469370,207980,686983,211.6469735,256.5948632,210.9207675,260.2764414
1996_ALASKA,ALASKA,1996,126189,1120346,123505,706116,290725,1240031,636959,365085,38996,179297,2186,10451,10055,9627,7370,81725,35557,119468,223.8334546,277.6430714,,262.1004242
1996_ARIZONA,ARIZONA,1996,764681,4143304,378917,1798363,1966024,4391555,1860007,1193260,220650,877190,4495,64613,62793,60514,42041,511925,210289,726709,217.5759405,267.8748343,206.5297884,263.2836376
1996_ARKANSAS,ARKANSAS,1996,452907,2183384,192152,1296247,694985,2297381,1264275,636106,127007,203555,1980,36442,33855,37064,27613,283883,131997,417860,215.846436,261.6527453,208.8377158,271.8345898
1996_CALIFORNIA,CALIFORNIA,1996,5460484,31282981,2603882,17061474,11617625,31561692,16880730,9222569,2362407,2580639,73233,469965,435217,406456,298669,3516572,1525618,5115423,209.1290827,262.7724784,201.9125907,269.1974505
1996_COLORADO,COLORADO,1996,655679,3891203,194998,1664676,2031529,4075165,2052264,1127563,143767,588209,12520,50707,52524,52269,37179,423510,185700,621730,225.8058575,275.6082142,221.6532433,268.1681543
1996_CONNECTICUT,CONNECTICUT,1996,499815,4686025,162218,1703171,2820636,4538234,2701637,1296119,149792,149327,9147,43213,41969,37991,28882,335296,137753,482196,232.0265739,279.5912449,231.5983046,263.6897811
1996_DELAWARE,DELAWARE,1996,108461,860410,48796,567123,244491,823530,447461,245924,34748,72077,597,8002,8329,8820,6447,69382,32568,102547,215.0251017,266.7336733,212.0025633,
1996_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1996,79802,678874,57870,0,621004,703245,334893,312944,39956,15452,5044,7469,5442,4625,3042,46313,16241,67598,187.13467,232.8315095,181.6269905,264.9384658
1996_FLORIDA,FLORIDA,1996,2175352,13684457,942159,6671487,6070811,13936240,6380643,4230355,992115,2042385,53979,176512,175240,169657,105469,1422671,589050,2065700,215.7635826,263.6393936,207.2976094,255.2266348
1996_GEORGIA,GEORGIA,1996,1311126,7764687,516518,4086584,3161585,7934236,4118122,2125775,509934,1042930,25522,112385,105333,102355,65527,852943,355911,1234376,215.4558617,262.4660209,209.8187039,
1996_HAWAII,HAWAII,1996,187104,1199019,91391,1079097,28531,1231550,671105,328131,103048,129266,694,16129,14864,13786,10466,119309,51427,171430,214.9655616,262.1300817,199.7016816,260.800208
1996_IDAHO,IDAHO,1996,243097,1134052,80486,718218,335348,1198223,642377,327291,47750,157468,1689,17562,18085,19998,17075,150168,75833,227690,,,,255.7265305
1996_ILLINOIS,ILLINOIS,1996,1924970,12732129,728400,4191483,7812246,12423100,6303563,3960659,474624,1112689,50857,152268,145919,141348,123783,1206546,559275,1816678,,,,253.2129518
1996_INDIANA,INDIANA,1996,975455,6422662,306715,3298257,2817690,6644035,3293900,1847383,302283,616866,5263,74803,72246,76566,62923,606232,291394,902889,229.3944436,275.5290368,,263.5421958
1996_IOWA,IOWA,1996,502343,3258040,147878,1486426,1623736,3284185,1679091,931857,134624,242065,5042,37101,34918,38801,35650,292987,154912,452941,229.1261984,283.9863686,223.0452103,271.5667703
1996_KANSAS,KANSAS,1996,463008,2914544,140242,1658774,1115528,3007653,1468081,906796,169091,318829,3723,32890,35077,37164,29244,288376,137118,429217,,,222.18488,255.8823272
1996_KENTUCKY,KENTUCKY,1996,639531,3622788,305059,2272684,1045045,3826435,1970377,1139539,228647,413638,19428,46450,47018,49641,38460,392488,186662,598578,219.988195,266.591684,217.5308801,236.3791018
1996_LOUISIANA,LOUISIANA,1996,796087,3879633,468363,1978056,1433214,3815375,2078321,1117936,299287,236616,20066,61170,59082,57344,41759,480482,212587,713135,209.02067,252.3803947,204.2266303,269.1646662
1996_MAINE,MAINE,1996,213601,1485138,78626,647382,759130,1465093,857253,398040,63537,62645,828,15864,16621,17124,12851,136702,57272,194802,232.2070445,284.0598574,225.4044552,253.3348267
1996_MARYLAND,MARYLAND,1996,805544,5688918,271806,2163187,3253925,5825606,3197895,1856055,251330,449601,19639,61856,63693,59236,44232,508355,215495,743489,220.6949607,269.6814314,214.9298869,257.0731541
1996_MASSACHUSETTS,MASSACHUSETTS,1996,912330,7129757,302167,3028094,3799496,7479576,4171772,1953199,221882,360126,15695,76519,73659,67029,52569,589240,246205,851140,228.9664026,277.565642,225.3098605,249.6897555
1996_MICHIGAN,MICHIGAN,1996,1631131,13012080,648922,8462687,3900471,13071893,6452165,4205956,691888,919074,16870,137096,127113,122686,95028,1034102,463642,1514614,226.2580564,276.8660782,216.501398,
1996_MINNESOTA,MINNESOTA,1996,827418,6101416,241241,3435468,2424707,6423285,3204906,1522656,551475,762106,8902,62383,63024,65881,60413,517467,258452,784821,232.1930884,284.0489446,221.8301142,
1996_MISSISSIPPI,MISSISSIPPI,1996,503602,2241561,295014,1285429,661118,2268726,1238512,599427,166353,231093,1052,39459,37315,38879,25711,313601,133606,448259,208.4341186,250.2154891,204.3018153,
1996_MISSOURI,MISSOURI,1996,873867,5251014,324566,2536393,2390055,5277785,2745318,1521493,283616,568575,16156,69215,67533,69195,54488,551184,254551,821891,224.7344618,273.2848872,216.1825587,
1996_MONTANA,MONTANA,1996,165390,944623,90354,452250,402019,924259,538091,289907,37370,48074,500,11757,12479,13183,11018,102040,49814,152354,227.5162361,283.00387,226.1490568,267.7881954
1996_NEBRASKA,NEBRASKA,1996,289251,1909834,100886,574359,1234589,1940808,1067391,497288,71038,247543,4104,21874,21440,22912,19786,176868,89121,270093,227.5439927,282.7696069,,262.0617136
1996_NEVADA,NEVADA,1996,265041,1551169,67278,997400,486491,1608989,767237,483238,53033,229949,1868,22875,22597,21041,15316,182346,74389,258603,217.6226122,,207.5979301,251.8918605
1996_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1996,191004,1269380,40622,84837,1143921,1295106,725549,340457,42174,97166,1535,8569,16643,15738,11158,133015,54353,188903,,,225.7156413,272.6471063
1996_NEW_JERSEY,NEW_JERSEY,1996,1193928,12389781,408872,4589725,7391184,12469216,6636622,4099193,469558,753213,9737,92831,91665,82728,67460,738245,304221,1052203,227.2401672,,,262.1029227
1996_NEW_MEXICO,NEW_MEXICO,1996,329661,1750519,215525,1281567,253427,1642517,798365,519816,81877,218014,3894,24324,25029,26017,17073,201794,93282,298970,213.844025,261.9703667,205.9486053,268.8724579
1996_NEW_YORK,NEW_YORK,1996,2788343,26026366,1510447,10284155,14231764,26974514,15973623,6953428,942356,1835923,31566,210795,205572,196724,146738,1677128,769382,2478076,222.6340587,270.231486,215.7792157,
1996_NORTH_CAROLINA,NORTH_CAROLINA,1996,1181600,6516400,443121,3971818,2101461,6517111,3527936,1780725,402269,687268,8535,102435,94840,91793,61593,775035,323955,1107525,224.3251249,267.8345603,216.8374628,267.2182362
1996_NORTH_DAKOTA,NORTH_DAKOTA,1996,119102,655971,69370,267306,319295,657809,338326,169545,52456,52160,619,8464,8736,9943,8686,73088,37952,111659,230.9041832,284.222268,,250.5781316
1996_OHIO,OHIO,1996,1837628,12172778,704629,4831397,6636752,11935582,6291682,4046180,532065,843253,21389,140234,137737,140248,117161,1129422,545950,1696761,,,,262.9036788
1996_OKLAHOMA,OKLAHOMA,1996,616436,3185234,278281,1856294,1050659,3195426,1640558,948125,299920,255103,4600,50387,46526,49065,36113,388916,174549,568065,,,219.5118215,270.2134195
1996_OREGON,OREGON,1996,527769,3375710,192228,1822648,1360834,3509765,1879638,1104418,116224,305484,878,39829,41373,42862,34794,337917,157020,495815,223.4761647,276.3415132,214.4420866,
1996_PENNSYLVANIA,PENNSYLVANIA,1996,1764117,14671368,760182,5629751,8281435,15048791,7960931,4101534,580399,1195395,3005,133608,136710,136746,114183,1111695,527743,1642443,226.2120147,,,256.8384013
1996_RHODE_ISLAND,RHODE_ISLAND,1996,148977,1135192,57826,459171,618195,1092459,699778,321959,24931,20181,666,11366,11829,11104,8428,95384,40681,136731,220.4180939,268.8773081,218.0275179,
1996_SOUTH_CAROLINA,SOUTH_CAROLINA,1996,635678,3594408,287181,1870037,1437190,3493720,1820849,986157,235742,367884,8408,47374,50598,50625,35546,411908,185126,605442,213.1944149,260.7754476,210.4490389,
1996_SOUTH_DAKOTA,SOUTH_DAKOTA,1996,136394,710728,67493,209375,433860,689818,383377,201190,32183,56451,1192,10284,10668,11377,9552,86958,43883,132033,,,,257.5324275
1996_TENNESSEE,TENNESSEE,1996,881749,4123018,340239,1967170,1815609,4284181,2363545,1143373,229847,460149,11653,74529,67330,66465,50332,556974,247548,816175,219.176248,263.118935,212.4037827,266.3116623
1996_TEXAS,TEXAS,1996,3740260,22241369,1613462,9834742,10793165,22401797,11427564,6131290,1174475,2667181,133303,285002,294431,290666,195075,2381712,1028958,3543973,228.7129198,270.1995776,216.8620124,263.5917419
1996_UTAH,UTAH,1996,474907,2035726,134703,1197910,703113,2150719,1132806,471430,153581,342609,3784,34882,34227,36860,34795,283359,149231,436374,226.5158412,276.7731058,215.4091913,
1996_VERMONT,VERMONT,1996,101064,965238,36693,215657,712888,975817,424562,219243,23167,56478,1404,7530,8152,8374,6622,66228,29935,97567,224.8810601,279.253243,,
1996_VIRGINIA,VIRGINIA,1996,1079854,6674519,361726,2548036,3764757,6903384,3601237,2045400,347988,721139,3917,86542,82571,80842,64497,676643,299673,980233,222.643213,269.7544047,218.3527284,265.3637984
1996_WASHINGTON,WASHINGTON,1996,956572,6354593,366716,4288899,1698978,6578388,3222598,1927517,280214,895494,5353,73577,74697,76033,62235,608515,287059,900927,225.0532981,276.1171196,216.8469671,265.8071079
1996_WEST_VIRGINIA,WEST_VIRGINIA,1996,306451,1958647,158572,1222505,577570,1936848,1131846,556873,130467,101350,4433,22485,21944,24150,21215,181445,94557,280435,223.3501327,264.8652054,216.4432512,
1996_WISCONSIN,WISCONSIN,1996,869930,6342623,270455,2869875,3202293,6521058,3567663,1872074,212389,617334,19790,62455,64670,66488,60542,523077,273937,816804,231.4118515,282.8487417,224.3472318,262.3251264
1996_WYOMING,WYOMING,1996,99859,664057,41007,339629,283421,676305,360100,200228,21910,78444,,6782,7283,8270,7129,60539,31722,,223.1960029,274.778947,219.0107796,254.523637
1997_ALABAMA,ALABAMA,1997,737386,3981788,376200,2498847,1106741,3963624,2095904,1075352,323955,420070,9886,58326,57431,58210,44272,472847,208148,690881,,,,
1997_ALASKA,ALASKA,1997,128143,1131950,145563,692364,294023,1237103,651935,372788,40973,152330,2183,10249,10473,9954,7771,83217,36474,121874,,,,
1997_ARIZONA,ARIZONA,1997,783552,4343262,405291,1907516,2030455,4432360,1977550,1252277,265183,678793,4674,63857,65170,60138,44259,522450,217764,744888,,,,
1997_ARKANSAS,ARKANSAS,1997,457349,2355859,218137,1387107,750615,2379496,1291727,667439,158337,192204,1672,35761,34067,36229,29204,282911,133449,418032,,,,
1997_CALIFORNIA,CALIFORNIA,1997,5595836,35614934,2850766,20560730,12203438,33862281,18160435,10040400,1792979,3088674,76584,463684,451069,412604,317595,3591033,1578929,5246546,,,,
1997_COLORADO,COLORADO,1997,672634,4133275,205038,1784304,2143933,4398196,2188731,1205308,154175,678631,12861,51408,53023,52632,39263,429624,192259,634744,,,,
1997_CONNECTICUT,CONNECTICUT,1997,507838,4788489,158453,1719703,2910333,4642835,2709106,1368262,164857,194220,9680,42382,43175,39089,29660,340533,140872,491085,,,,
1997_DELAWARE,DELAWARE,1997,110245,898926,56722,575855,266349,889631,486550,265674,39021,73946,572,8039,8758,8905,6741,70161,33188,103921,,,,
1997_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,1997,78648,711625,73177,0,638448,686059,337401,272058,23494,53106,5156,6982,5357,4376,2961,45470,15896,66522,,,,
1997_FLORIDA,FLORIDA,1997,2241298,14363709,992226,7022561,6348922,14564750,6725833,4370182,1040190,2111449,54044,174874,180873,173913,108366,1451398,613761,2119203,,,,
1997_GEORGIA,GEORGIA,1997,1346761,8248199,534963,4471781,3241455,8483477,4504165,2274539,485635,1056516,29357,111081,108023,103107,69355,870113,365429,1264899,,,,
