,STATE,YEAR,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,4TH_ENROLLED,8TH_ENROLLED,TOTAL_ENROLLMENT,4_AVG_MATH_SCORE,8_AVG_MATH_SCORE,4_AVG_RDG_SCORE,8_AVG_RDG_SCORE,PRISONER_COUNT,STATE_POPULATION,VIOLENT_CRIME_TOTAL,PROPERTY_CRIME_TOTAL,TOTAL_JAIL_ADM,ASIAN_JAIL_POP,BLACK_JAIL_POP,LATINO_JAIL_POP,NATIVE_JAIL_POP,WHITE_JAIL_POP,ASIAN_PRISON_POP,BLACK_PRISON_POP,LATINO_PRISON_POP,NATIVE_PRISON_POP,OTHER_PRISON_POP,WHITE_PRISON_POP
196,MICHIGAN,2011,"$18,469,948.00","$9,198,775.00","112,465","118,628","1,457,648",236.40,280.18,218.86,254.69,"42,904","9,876,801","43,731","251,329",160822.0,0.20%,44.42%,3.59%,0.57%,48.91%,0.25%,63.67%,0.00%,0.63%,0.29%,35.16%
197,MICHIGAN,2012,"$18,063,824.00","$9,070,480.00","112,068","117,640","1,443,778",nan,nan,nan,nan,"43,594","9,882,519","44,962","249,249",150586.0,0.20%,46.26%,4.04%,0.72%,49.53%,0.27%,64.45%,0.00%,0.80%,0.35%,34.13%
198,MICHIGAN,2013,"$17,468,264.00","$8,885,537.00","113,420","118,440","1,438,772",236.82,280.13,217.37,269.19,"43,704","9,898,193","44,757","230,135",137204.0,0.38%,28.37%,6.05%,1.10%,41.81%,0.28%,63.74%,0.00%,0.83%,0.91%,34.24%
199,MICHIGAN,2014,"$17,358,365.00","$8,858,564.00","110,135","116,804","1,428,487",nan,nan,nan,nan,"43,359","9,909,877","42,348","202,547",157810.0,0.10%,38.22%,4.06%,1.13%,44.52%,0.28%,63.74%,0.00%,0.83%,0.91%,34.24%
200,MICHIGAN,2015,"$17,742,903.00","$9,040,821.00","111,267","113,640","1,419,183",235.73,278.17,216.31,267.91,"42,628","9,922,576","41,231","187,101",146784.0,0.09%,44.00%,2.37%,1.19%,45.74%,0.28%,63.74%,0.00%,0.83%,0.91%,34.24%
201,MINNESOTA,2001,"$8,221,636.00","$3,981,906.00","62,580","66,797","793,027",nan,nan,nan,nan,"6,406","4,984,535","13,145","165,046",110356.0,1.16%,20.15%,4.13%,5.74%,36.37%,2.71%,50.60%,5.65%,5.51%,0.07%,35.46%
202,MINNESOTA,2002,"$8,716,123.00","$4,113,812.00","61,634","66,999","788,134",nan,nan,nan,nan,"6,855","5,024,791","13,428","164,026",126331.0,1.10%,20.99%,6.06%,2.52%,46.16%,2.64%,47.81%,5.93%,4.54%,0.06%,39.01%
203,MINNESOTA,2003,"$8,938,770.00","$4,318,736.00","60,045","67,909","783,524",241.91,290.68,222.61,267.50,"7,569","5,064,172","13,316","157,663",105366.0,1.98%,20.82%,5.28%,4.07%,47.47%,2.62%,43.23%,7.03%,4.98%,0.05%,42.08%
204,MINNESOTA,2004,"$8,963,393.00","$4,506,036.00","59,338","66,016","779,846",nan,nan,nan,nan,"7,983","5,096,546","13,751","155,019",154566.0,1.86%,20.59%,5.46%,3.50%,46.84%,2.97%,43.42%,7.31%,5.50%,0.05%,40.74%
205,MINNESOTA,2005,"$9,082,593.00","$4,637,773.00","58,563","65,416","779,313",245.75,290.07,225.23,266.83,"8,718","5,126,739","15,243","158,301",136165.0,2.45%,22.71%,6.04%,3.17%,47.57%,2.88%,42.82%,6.88%,5.36%,0.05%,42.00%
206,MINNESOTA,2006,"$9,671,933.00","$4,818,788.00","59,257","64,619","779,853",nan,nan,nan,nan,"8,814","5,167,101","16,042","159,276",181590.0,2.38%,23.01%,7.96%,3.05%,38.58%,3.18%,44.47%,6.27%,5.37%,0.05%,40.65%
207,MINNESOTA,2007,"$10,030,105.00","$5,048,143.00","59,431","63,189","777,438",247.00,291.85,224.92,261.97,"9,192","5,197,621","15,054","158,257",135689.0,1.95%,25.30%,4.70%,2.83%,39.17%,3.06%,45.51%,7.44%,4.76%,0.05%,39.18%
208,MINNESOTA,2008,"$10,462,624.00","$5,242,058.00","59,822","62,080","774,066",nan,nan,nan,nan,"9,031","5,220,393","13,853","149,517",128559.0,1.86%,23.97%,6.39%,3.80%,38.88%,3.05%,47.89%,7.52%,4.31%,0.07%,37.15%
209,MINNESOTA,2009,"$11,193,640.00","$5,815,987.00","60,640","61,281","773,942",249.46,294.44,223.34,253.33,"9,500","5,266,214","12,874","139,286",133302.0,2.05%,25.44%,4.85%,4.95%,36.93%,3.23%,48.40%,6.98%,5.42%,0.05%,35.93%
210,MINNESOTA,2010,"$10,564,774.00","$5,676,045.00","61,627","61,706","775,076",nan,nan,nan,nan,"9,397","5,310,658","12,515","136,431",137355.0,2.00%,20.21%,7.25%,4.33%,35.57%,3.02%,45.95%,7.31%,6.26%,0.05%,37.43%
211,MINNESOTA,2011,"$10,612,480.00","$5,644,771.00","60,917","61,574","775,605",249.19,294.95,222.31,269.87,"9,309","5,347,299","12,323","136,183",126397.0,2.06%,21.37%,4.24%,5.89%,39.41%,2.99%,45.98%,6.49%,6.82%,0.06%,37.66%
212,MINNESOTA,2012,"$10,696,348.00","$5,672,620.00","62,523","62,335","779,659",nan,nan,nan,nan,"9,421","5,379,646","12,419","138,152",118673.0,2.24%,24.20%,4.28%,4.82%,36.52%,3.10%,47.35%,6.95%,6.31%,0.05%,36.25%
213,MINNESOTA,2013,"$10,942,019.00","$5,826,404.00","63,979","62,899","785,355",253.42,294.59,227.03,273.80,"9,391","5,422,060","12,710","131,193",113876.0,2.47%,32.32%,9.08%,4.07%,43.64%,3.68%,48.72%,7.37%,4.82%,0.08%,35.32%
214,MINNESOTA,2014,"$11,300,786.00","$5,986,788.00","63,781","63,805","792,781",nan,nan,nan,nan,"9,576","5,457,173","12,505","125,377",113804.0,3.14%,25.88%,4.39%,4.36%,37.89%,3.78%,49.26%,6.87%,4.96%,0.10%,35.02%
215,MINNESOTA,2015,"$11,969,872.00","$6,257,807.00","65,362","63,075","800,793",249.58,294.15,223.35,274.50,"9,578","5,489,594","13,319","121,984",124986.0,1.35%,17.27%,3.91%,4.18%,31.09%,3.40%,47.79%,6.47%,5.28%,0.13%,36.92%
216,MISSISSIPPI,2001,"$2,930,393.00","$1,548,979.00","39,749","36,731","442,380",nan,nan,nan,nan,"15,131","2,859,733","10,006","109,609",18814.0,0.00%,73.32%,0.62%,0.62%,21.88%,0.00%,76.11%,0.14%,0.28%,0.00%,23.42%
217,MISSISSIPPI,2002,"$3,026,111.00","$1,586,661.00","39,615","37,282","441,857",nan,nan,nan,nan,"15,355","2,866,733","9,858","109,584",18011.0,0.00%,75.06%,0.59%,0.65%,24.52%,0.00%,75.11%,0.18%,0.31%,0.00%,24.44%
218,MISSISSIPPI,2003,"$3,205,193.00","$1,702,193.00","38,752","38,231","441,603",222.89,260.91,205.46,266.01,"15,863","2,882,594","9,336","106,867",20242.0,0.00%,74.99%,0.54%,0.59%,26.19%,0.00%,74.20%,0.17%,0.30%,0.00%,25.33%
219,MISSISSIPPI,2004,"$3,473,928.00","$1,831,472.00","38,311","39,115","442,997",nan,nan,nan,nan,"16,359","2,900,768","8,568","100,980",20595.0,0.00%,73.79%,0.55%,0.64%,27.17%,0.00%,73.39%,0.16%,0.32%,0.00%,26.12%
220,MISSISSIPPI,2005,"$3,610,904.00","$1,935,459.00","36,787","38,907","442,829",226.70,262.46,204.39,263.94,"16,089","2,908,496","8,131","95,231",19622.0,0.04%,63.30%,0.76%,0.72%,36.34%,0.00%,72.65%,0.15%,0.31%,0.00%,26.85%
221,MISSISSIPPI,2006,"$4,066,036.00","$2,096,028.00","36,873","38,819","445,148",nan,nan,nan,nan,"16,384","2,910,540","9,076","92,853",32463.0,0.00%,63.78%,1.14%,0.54%,30.24%,0.00%,65.79%,0.38%,0.24%,0.00%,33.59%
222,MISSISSIPPI,2007,"$4,158,733.00","$2,160,396.00","37,274","37,948","446,782",227.61,264.89,207.81,253.24,"17,478","2,918,785","8,502","90,887",33590.0,0.00%,63.03%,1.45%,0.52%,30.65%,0.00%,65.03%,0.41%,0.26%,0.00%,34.33%
223,MISSISSIPPI,2008,"$4,363,308.00","$2,286,231.00","38,159","37,889","445,607",nan,nan,nan,nan,"17,896","2,938,618","8,942","85,488",36141.0,0.00%,65.87%,1.94%,0.48%,30.35%,0.00%,65.02%,0.46%,0.23%,0.02%,34.25%
224,MISSISSIPPI,2009,"$4,552,756.00","$2,317,710.00","39,651","36,577","445,319",227.26,265.00,210.51,267.71,"17,212","2,951,996","8,451","87,327",43059.0,0.00%,62.22%,2.28%,1.59%,30.32%,0.05%,61.08%,0.69%,0.20%,0.02%,37.93%
225,MISSISSIPPI,2010,"$4,504,257.00","$2,337,184.00","38,295","36,113","443,446",nan,nan,nan,nan,"16,454","2,970,072","7,999","88,596",45879.0,0.00%,62.61%,1.78%,1.67%,34.72%,0.07%,60.49%,0.71%,0.19%,0.02%,38.50%
226,MISSISSIPPI,2011,"$4,345,783.00","$2,238,165.00","37,715","36,071","441,072",229.87,269.24,209.19,271.22,"15,390","2,977,457","8,009","89,809",76375.0,0.05%,67.07%,1.35%,1.10%,30.88%,0.09%,65.92%,0.59%,0.13%,0.01%,33.26%
227,MISSISSIPPI,2012,"$4,423,270.00","$2,291,333.00","36,663","36,745","441,846",nan,nan,nan,nan,"15,791","2,986,450","7,769","83,933",48409.0,0.11%,59.16%,1.33%,1.06%,38.93%,0.15%,60.25%,0.63%,0.00%,0.01%,38.96%
228,MISSISSIPPI,2013,"$4,370,050.00","$2,274,357.00","36,959","37,896","441,726",231.11,271.16,208.52,277.01,"15,591","2,992,206","8,303","81,548",34694.0,0.00%,60.43%,0.81%,0.09%,35.04%,0.00%,76.67%,0.27%,0.00%,0.02%,23.04%
229,MISSISSIPPI,2014,"$4,463,078.00","$2,279,076.00","36,620","36,791","442,599",nan,nan,nan,nan,"13,069","2,994,079","8,338","87,462",44180.0,0.00%,65.67%,1.02%,0.96%,32.22%,0.07%,64.99%,0.63%,0.00%,0.02%,34.29%
230,MISSISSIPPI,2015,"$4,624,539.00","$2,350,872.00","36,092","35,922","441,733",234.24,270.58,214.11,264.50,"13,967","2,992,333","8,254","84,790",76547.0,0.00%,60.80%,1.97%,0.82%,36.85%,0.16%,61.37%,0.61%,0.00%,0.03%,37.84%
231,MISSOURI,2001,"$7,100,685.00","$3,659,465.00","71,928","69,677","840,352",nan,nan,nan,nan,"28,575","5,637,309","30,472","238,411",49412.0,0.21%,54.30%,2.36%,0.04%,42.03%,0.21%,54.23%,1.93%,0.27%,0.04%,43.33%
232,MISSOURI,2002,"$7,636,924.00","$3,901,665.00","69,697","71,670","839,749",nan,nan,nan,nan,"29,795","5,669,544","30,557","230,520",59364.0,0.17%,50.72%,3.55%,0.03%,38.94%,0.22%,55.06%,1.74%,0.32%,0.00%,42.67%
233,MISSOURI,2003,"$7,905,481.00","$4,087,984.00","66,927","72,806","838,568",234.84,278.77,222.26,266.19,"29,864","5,719,204","28,067","233,564",63635.0,0.15%,70.16%,1.54%,0.05%,26.27%,0.18%,70.78%,1.36%,0.23%,0.00%,27.45%
234,MISSOURI,2004,"$7,896,438.00","$4,061,388.00","66,284","73,619","841,121",nan,nan,nan,nan,"30,682","5,759,532","28,226","224,629",90972.0,0.19%,67.82%,1.54%,0.05%,26.72%,0.19%,69.61%,1.23%,0.24%,0.00%,28.74%
235,MISSOURI,2005,"$8,170,965.00","$4,224,716.00","66,215","74,436","849,484",235.04,276.45,221.17,252.69,"30,415","5,797,703","30,477","227,809",69883.0,0.48%,65.24%,3.87%,0.04%,31.24%,0.12%,65.47%,1.38%,0.27%,0.02%,32.74%
236,MISSOURI,2006,"$8,654,672.00","$4,483,151.00","66,268","72,023","852,480",nan,nan,nan,nan,"30,116","5,842,713","31,897","224,007",129825.0,0.37%,64.34%,3.87%,0.13%,35.99%,0.12%,56.63%,1.65%,0.32%,0.03%,41.25%
237,MISSOURI,2007,"$9,245,525.00","$4,743,390.00","67,996","68,636","849,874",239.41,280.62,220.78,269.92,"29,823","5,878,415","32,962","225,113",50699.0,0.24%,74.99%,1.71%,0.06%,26.58%,0.15%,64.98%,1.54%,0.19%,0.03%,33.11%
238,MISSOURI,2008,"$9,900,419.00","$5,004,354.00","67,620","68,030","850,181",nan,nan,nan,nan,"30,137","5,911,605","29,701","216,522",65052.0,0.27%,52.08%,3.60%,0.15%,43.79%,0.17%,49.55%,2.32%,0.21%,0.05%,47.69%
239,MISSOURI,2009,"$10,227,305.00","$5,175,127.00","68,730","67,430","848,966",240.68,285.81,223.84,267.30,"30,519","5,987,580","29,513","201,783",60055.0,0.12%,48.90%,3.52%,0.12%,42.67%,0.17%,51.21%,2.54%,0.22%,0.04%,45.83%
240,MISSOURI,2010,"$10,139,784.00","$5,237,387.00","68,313","66,944","849,334",nan,nan,nan,nan,"30,577","5,995,715","27,440","200,858",45671.0,0.09%,43.25%,5.39%,0.23%,46.30%,0.15%,44.50%,3.22%,0.33%,0.05%,51.74%
241,MISSOURI,2011,"$9,842,505.00","$5,100,879.00","67,274","68,413","846,720",240.49,281.95,220.35,275.37,"30,969","6,008,984","26,888","199,085",34828.0,0.13%,49.46%,5.12%,0.06%,42.13%,0.21%,48.31%,3.43%,0.18%,0.02%,47.84%
242,MISSOURI,2012,"$9,910,617.00","$5,056,789.00","67,493","68,057","846,122",nan,nan,nan,nan,"31,205","6,024,522","27,189","199,813",35043.0,0.06%,43.36%,4.40%,0.24%,52.60%,0.22%,44.72%,3.39%,0.26%,0.09%,51.31%
243,MISSOURI,2013,"$10,001,763.00","$5,139,610.00","67,908","68,401","847,443",239.55,282.99,222.33,265.94,"31,499","6,044,917","26,216","189,655",56217.0,0.27%,47.38%,5.19%,0.18%,56.74%,0.27%,44.66%,2.95%,0.49%,0.11%,51.52%
244,MISSOURI,2014,"$10,324,249.00","$5,243,167.00","68,210","67,879","849,032",nan,nan,nan,nan,"31,903","6,063,589","26,856","176,237",82021.0,0.12%,52.60%,3.18%,0.09%,46.19%,0.26%,50.90%,2.33%,0.34%,0.05%,46.12%
245,MISSOURI,2015,"$10,540,353.00","$5,387,766.00","69,134","67,126","852,108",238.96,280.82,222.73,270.24,"32,295","6,083,672","30,261","173,642",59344.0,0.39%,49.89%,8.86%,0.08%,45.25%,0.20%,45.45%,2.37%,0.31%,0.08%,51.59%
246,NEBRASKA,2001,"$2,344,564.00","$1,256,013.00","21,160","21,757","264,861",nan,nan,nan,nan,"3,915","1,720,039","5,214","68,963",39775.0,0.43%,33.84%,10.51%,4.64%,52.32%,0.50%,38.77%,8.11%,4.56%,0.04%,48.01%
247,NEBRASKA,2002,"$2,562,812.00","$1,338,653.00","20,874","21,943","264,962",nan,nan,nan,nan,"4,048","1,727,564","5,428","68,178",39256.0,0.92%,36.82%,8.74%,2.77%,57.92%,0.62%,39.34%,7.98%,3.66%,0.04%,48.35%
248,NEBRASKA,2003,"$2,623,966.00","$1,414,919.00","20,480","22,792","264,823",236.25,282.19,220.61,268.32,"4,073","1,737,475","5,105","65,189",44409.0,0.54%,36.28%,6.69%,3.01%,58.70%,0.56%,37.84%,8.03%,4.20%,0.08%,49.29%
249,NEBRASKA,2004,"$2,667,987.00","$1,471,641.00","20,429","22,267","264,556",nan,nan,nan,nan,"4,137","1,747,704","5,393","61,512",56620.0,0.74%,32.31%,10.26%,4.93%,56.86%,0.57%,34.51%,9.48%,3.82%,0.14%,51.49%
250,NEBRASKA,2005,"$2,708,776.00","$1,487,488.00","20,290","21,998","264,758",237.71,283.96,221.38,260.78,"4,405","1,758,163","5,052","60,348",53594.0,0.67%,36.86%,6.43%,3.80%,61.60%,0.55%,38.08%,9.16%,3.86%,0.04%,48.31%
251,NEBRASKA,2006,"$2,867,250.00","$1,570,629.00","20,338","21,622","265,500",nan,nan,nan,nan,"4,399","1,768,331","5,197","59,411",36141.0,0.39%,36.66%,4.40%,2.56%,60.32%,0.54%,39.84%,9.37%,3.51%,0.19%,46.55%
252,NEBRASKA,2007,"$3,117,931.00","$1,673,992.00","20,519","21,047","268,656",238.04,283.65,222.90,273.28,"4,402","1,774,571","5,524","55,765",41913.0,1.22%,33.19%,7.89%,2.54%,60.51%,0.95%,37.42%,10.28%,3.27%,0.17%,47.91%
253,NEBRASKA,2008,"$3,325,663.00","$1,784,350.00","20,939","20,958","269,800",nan,nan,nan,nan,"4,470","1,783,432","5,570","51,350",42169.0,0.74%,37.57%,13.66%,3.10%,48.87%,1.10%,40.13%,9.00%,4.52%,0.28%,44.97%
254,NEBRASKA,2009,"$3,523,803.00","$1,887,427.00","21,517","20,834","271,791",238.75,284.26,222.52,261.90,"4,490","1,796,619","5,199","49,731",43111.0,0.53%,28.50%,17.90%,3.83%,43.98%,0.98%,36.69%,9.54%,4.80%,0.62%,47.37%
255,NEBRASKA,2010,"$3,640,199.00","$2,089,854.00","21,901","20,875","275,089",nan,nan,nan,nan,"4,608","1,830,141","5,093","48,827",48033.0,0.80%,29.36%,21.73%,3.19%,42.00%,0.89%,34.67%,11.44%,4.08%,0.54%,48.38%
256,NEBRASKA,2011,"$3,676,326.00","$2,101,943.00","22,279","21,115","277,501",239.80,283.20,223.31,270.15,"4,657","1,842,234","4,672","50,894",52734.0,0.76%,29.70%,22.71%,2.13%,46.62%,1.09%,34.77%,11.19%,3.31%,0.64%,48.99%
257,NEBRASKA,2012,"$3,880,517.00","$2,247,992.00","22,583","21,438","281,410",nan,nan,nan,nan,"4,721","1,855,350","4,802","51,203",47046.0,0.57%,32.37%,16.99%,3.43%,43.31%,0.87%,36.54%,9.81%,3.42%,0.71%,48.65%
258,NEBRASKA,2013,"$3,913,038.00","$2,318,463.00","23,097","22,089","283,652",243.16,285.06,223.25,253.15,"5,012","1,868,969","4,949","49,197",38291.0,0.77%,29.90%,17.20%,3.92%,44.75%,0.64%,38.50%,10.32%,4.06%,0.71%,45.76%
259,NEBRASKA,2014,"$4,008,633.00","$2,371,149.00","22,921","22,374","288,684",nan,nan,nan,nan,"5,228","1,881,503","5,275","47,479",35568.0,0.73%,35.27%,16.95%,3.41%,48.76%,0.72%,39.07%,10.85%,3.70%,0.88%,44.78%
260,NEBRASKA,2015,"$4,283,846.00","$2,446,701.00","23,366","22,656","292,640",243.86,286.50,226.63,266.88,"5,133","1,896,190","5,212","42,495",32780.0,0.40%,32.69%,15.64%,4.05%,47.98%,0.95%,39.58%,11.26%,3.68%,1.05%,43.48%
261,NEVADA,2001,"$2,692,840.00","$1,171,360.00","29,676","27,028","329,264",nan,nan,nan,nan,"9,862","2,097,722","12,359","77,486",124085.0,1.71%,28.87%,20.54%,0.92%,47.12%,1.64%,28.83%,16.37%,1.36%,1.02%,50.77%
262,NEVADA,2002,"$2,913,023.00","$1,343,669.00","29,953","29,242","341,498",nan,nan,nan,nan,"10,101","2,167,455","13,856","83,896",129970.0,1.57%,26.80%,24.54%,2.03%,52.01%,1.82%,29.11%,17.09%,1.34%,0.94%,49.72%
263,NEVADA,2003,"$3,009,028.00","$1,406,660.00","30,653","31,392","356,215",227.51,268.04,206.96,261.60,"10,584","2,242,207","13,813","96,128",119899.0,2.39%,30.29%,23.75%,1.00%,49.36%,1.95%,29.35%,17.72%,1.31%,0.88%,48.80%
264,NEVADA,2004,"$3,228,619.00","$1,544,881.00","31,950","32,472","369,666",nan,nan,nan,nan,"11,033","2,332,898","14,379","98,215",152127.0,2.45%,33.27%,19.55%,1.11%,54.49%,2.11%,29.89%,18.20%,1.25%,0.82%,47.73%
265,NEVADA,2005,"$3,483,540.00","$1,665,706.00","32,222","33,502","381,408",229.87,269.91,207.19,273.72,"11,662","2,412,301","14,654","102,424",140108.0,1.88%,28.54%,22.98%,1.10%,45.26%,2.22%,30.04%,18.69%,1.23%,0.77%,47.05%
266,NEVADA,2006,"$4,022,979.00","$1,840,698.00","32,711","33,586","391,927",nan,nan,nan,nan,"12,754","2,495,529","18,687","102,338",152987.0,1.88%,30.04%,22.79%,1.04%,43.38%,2.32%,30.18%,19.12%,1.21%,0.72%,46.45%
267,NEVADA,2007,"$4,346,371.00","$2,047,045.00","33,760","34,121","396,462",231.78,270.80,210.82,260.32,"13,311","2,565,382","19,365","97,118",149095.0,2.37%,29.74%,23.96%,1.43%,43.26%,2.36%,29.90%,19.46%,1.22%,0.67%,46.39%
268,NEVADA,2008,"$4,881,218.00","$2,094,491.00","34,099","34,394","400,895",nan,nan,nan,nan,"12,877","2,600,167","18,973","90,006",155544.0,1.82%,25.83%,21.96%,1.07%,33.77%,2.31%,31.07%,20.19%,1.15%,1.10%,44.17%
269,NEVADA,2009,"$4,577,881.00","$2,145,779.00","33,664","33,291","396,431",235.15,274.15,211.14,269.74,"12,570","2,643,085","18,639","80,976",161949.0,1.75%,24.47%,23.54%,1.06%,35.05%,2.52%,30.55%,21.18%,1.42%,1.01%,43.32%
270,NEVADA,2010,"$4,260,869.00","$2,117,135.00","34,047","33,070","404,048",nan,nan,nan,nan,"12,192","2,704,283","17,929","75,004",161193.0,1.77%,24.29%,23.69%,1.01%,36.85%,2.48%,29.52%,21.83%,1.58%,1.29%,43.29%
271,NEVADA,2011,"$4,258,855.00","$2,161,550.00","33,608","33,745","405,467",237.03,278.11,212.58,253.83,"12,159","2,720,028","15,452","70,075",117399.0,2.36%,25.24%,22.21%,1.51%,40.79%,2.49%,29.55%,21.20%,1.61%,0.80%,44.35%
272,NEVADA,2012,"$4,109,706.00","$2,049,362.00","33,462","34,192","409,982",nan,nan,nan,nan,"12,594","2,754,354","16,763","77,510",133552.0,1.90%,23.41%,20.93%,1.32%,39.40%,2.56%,29.70%,21.66%,1.48%,0.66%,43.94%
273,NEVADA,2013,"$4,057,443.00","$2,058,538.00","33,827","34,541","415,933",236.26,278.29,213.76,267.22,"12,789","2,791,494","16,888","79,177",132945.0,1.73%,28.90%,16.51%,1.53%,39.43%,2.67%,29.34%,22.46%,1.43%,0.59%,43.52%
274,NEVADA,2014,"$4,043,820.00","$2,104,452.00","34,993","35,318","424,312",nan,nan,nan,nan,"12,693","2,839,099","18,045","74,538",122904.0,5.15%,33.34%,19.31%,1.77%,45.37%,2.78%,30.57%,21.45%,1.59%,0.64%,42.98%
275,NEVADA,2015,"$4,183,085.00","$2,170,424.00","36,474","35,802","432,192",233.83,275.17,214.43,269.96,"13,235","2,890,845","20,118","77,137",131103.0,2.07%,25.31%,13.47%,0.92%,35.17%,2.67%,30.70%,21.88%,1.75%,0.63%,42.38%
276,NEW_HAMPSHIRE,2001,"$1,796,043.00","$937,479.00","16,612","17,111","196,545",nan,nan,nan,nan,"2,419","1,259,359","2,144","27,089",4901.0,0.95%,9.31%,13.84%,0.24%,81.38%,0.61%,6.60%,11.50%,0.00%,1.07%,80.21%
277,NEW_HAMPSHIRE,2002,"$1,956,047.00","$1,047,490.00","15,939","17,421","197,293",nan,nan,nan,nan,"2,475","1,274,405","2,056","26,250",5684.0,1.04%,9.34%,16.39%,0.41%,77.80%,0.62%,7.31%,11.98%,0.00%,0.62%,79.47%
278,NEW_HAMPSHIRE,2007,"$2,608,190.00","$1,395,619.00","15,026","16,218","190,283",248.57,287.56,229.02,268.20,"2,759","1,315,828","1,896","26,394",1460.0,0.65%,1.31%,1.96%,1.31%,97.39%,0.00%,2.19%,2.92%,0.00%,1.46%,93.43%
279,NEW_HAMPSHIRE,2008,"$2,715,961.00","$1,495,009.00","14,613","15,783","186,966",nan,nan,nan,nan,"2,854","1,315,809","2,054","28,387",991.0,0.72%,0.72%,2.16%,1.44%,92.09%,0.00%,2.74%,2.74%,0.00%,2.05%,93.15%
280,NEW_HAMPSHIRE,2009,"$2,757,401.00","$1,546,316.00","14,560","15,517","185,171",251.07,292.32,229.14,251.31,"2,915","1,324,575","2,125","28,790",1721.0,0.64%,2.55%,3.18%,1.27%,83.44%,0.00%,2.58%,3.23%,0.00%,2.58%,92.26%
281,NEW_HAMPSHIRE,2010,"$2,856,965.00","$1,612,216.00","14,294","15,407","182,741",nan,nan,nan,nan,"2,617","1,316,807","2,204","29,230",2182.0,0.36%,4.29%,2.14%,0.36%,81.79%,0.00%,2.90%,3.23%,0.00%,2.26%,91.61%
282,NEW_HAMPSHIRE,2011,"$3,001,244.00","$1,654,129.00","14,190","15,164","179,985",251.78,292.11,230.39,266.76,"2,423","1,317,807","2,864","32,756",261.0,0.00%,3.45%,3.45%,3.45%,127.59%,0.00%,0.00%,0.00%,0.00%,8.70%,91.30%
283,NEW_HAMPSHIRE,2012,"$2,961,684.00","$1,654,634.00","13,907","14,784","177,082",nan,nan,nan,nan,"2,568","1,321,617","2,841","32,074",3034.0,0.35%,4.91%,2.11%,0.35%,79.65%,0.00%,4.29%,2.64%,0.00%,0.66%,92.41%
284,NEW_HAMPSHIRE,2013,"$2,878,534.00","$1,642,945.00","13,953","14,690","174,695",252.99,295.67,232.00,271.77,"2,623","1,322,616","2,952","29,278",1739.0,0.00%,8.23%,2.53%,0.00%,81.65%,0.00%,3.67%,4.59%,0.00%,0.00%,91.74%
285,NEW_HAMPSHIRE,2014,"$2,960,615.00","$1,682,021.00","13,590","14,423","173,072",nan,nan,nan,nan,"2,723","1,326,813","2,602","26,041",1095.0,0.82%,1.64%,4.92%,0.82%,80.33%,0.00%,2.89%,2.31%,0.00%,0.58%,94.22%
286,NEW_JERSEY,2001,"$17,144,456.00","$8,782,754.00","101,038","97,127","1,173,513",nan,nan,nan,nan,"26,052","8,511,116","33,094","240,551",34970.0,0.27%,59.27%,20.25%,0.36%,19.65%,0.16%,62.69%,18.90%,0.06%,0.00%,18.19%
287,NEW_JERSEY,2002,"$18,155,147.00","$9,328,162.00","101,577","101,559","1,202,875",nan,nan,nan,nan,"26,301","8,575,252","32,252","227,715",75998.0,0.35%,71.19%,13.79%,0.19%,17.02%,0.11%,70.96%,15.51%,0.04%,0.00%,13.37%
288,NEW_JERSEY,2003,"$19,812,932.00","$10,169,992.00","99,937","103,603","1,217,125",238.78,281.41,225.07,264.38,"25,718","8,642,412","31,488","220,350",73487.0,0.31%,69.23%,13.31%,0.14%,17.78%,0.12%,70.90%,15.02%,0.04%,0.00%,13.92%
289,NEW_JERSEY,2004,"$21,467,607.00","$10,880,932.00","100,557","104,437","1,238,767",nan,nan,nan,nan,"25,435","8,685,166","30,943","211,313",78875.0,0.94%,51.55%,21.83%,0.56%,23.08%,0.66%,59.50%,19.68%,0.08%,0.01%,20.07%
290,NEW_JERSEY,2005,"$23,023,365.00","$11,575,456.00","98,565","103,587","1,241,033",243.98,283.90,223.30,268.36,"25,619","8,703,150","30,919","203,391",71696.0,2.39%,49.40%,17.72%,1.96%,36.97%,0.71%,55.32%,21.34%,0.09%,0.02%,22.51%
291,NEW_JERSEY,2006,"$24,177,714.00","$12,309,954.00","98,149","102,827","1,236,155",nan,nan,nan,nan,"25,554","8,724,560","30,550","198,820",27113.0,1.24%,47.27%,24.79%,0.29%,23.94%,0.70%,54.34%,22.30%,0.10%,0.05%,22.51%
292,NEW_JERSEY,2007,"$25,572,112.00","$13,250,745.00","98,195","100,884","1,234,575",248.62,288.58,230.65,250.06,"25,354","8,685,920","28,544","192,338",69496.0,0.68%,63.10%,20.29%,0.15%,18.00%,0.57%,70.06%,15.17%,0.04%,0.02%,14.15%
293,NEW_JERSEY,2008,"$26,168,480.00","$13,739,017.00","99,242","100,894","1,235,800",nan,nan,nan,nan,"24,835","8,682,661","28,351","199,127",49972.0,0.79%,52.76%,19.38%,0.22%,27.69%,0.48%,62.39%,14.57%,0.00%,0.03%,22.52%
294,NEW_JERSEY,2009,"$26,145,334.00","$13,800,343.00","99,911","100,749","1,249,534",246.53,292.66,229.39,266.88,"24,115","8,707,739","27,113","180,752",63719.0,0.67%,56.98%,20.00%,0.14%,19.23%,0.41%,69.74%,13.97%,0.00%,0.01%,15.88%
